base2	   16.60s	 0.4744 ms/key	(35000 keys)	rep1	nidx=500	per=70	dim=384	words=300	heaps=0	load=1.37	wall=47s
hbase	   31.09s	 0.8884 ms/key	(35000 keys)	rep1	nidx=500	per=70	dim=384	words=300	heaps=1	load=1.23	wall=82s
h350	   33.15s	 0.9473 ms/key	(35000 keys)	rep1	nidx=100	per=350	dim=384	words=300	heaps=1	load=1.18	wall=81s
