# moon: sha256:57d8882b1345e830 (/home/tindang/moon-c095f86d)
# redis: Redis server v=7.0.15 sha=00000000:0 malloc=jemalloc-5.3.0 bits=64 build=e53ff17674aa6190
# cpu: Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz (8 cores)
# kernel: Linux 7.0.0-1011-gcp
# shards: 1 keys: 200000 members: 4 read_modes: plain multi eval
# date: 2026-09-11T07:45:01Z
engine,read_mode,phase,encoding,rss_kb,dbsize,per_key_bytes
moon,plain,before_read,listpack,58404,200000,218.7
moon,plain,after_read,listpack,58452,200000,218.9
moon,multi,before_read,listpack,58488,200000,218.3
moon,multi,after_read,skiplist,883316,200000,4441.4
moon,eval,before_read,listpack,58572,200000,217.7
moon,eval,after_read,skiplist,883292,200000,4440.3
